,Düz,Otomatik,YarıOtomatik,Dizel,Benzin/Lpg,Benzin,1300ccvealtı,1601-1800cc,1301-1600cc,6001ccveüzeri,ArabaYıl,Fiyat,Km
517,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,14.0,167.5
518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,0.0,169.0
519,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,34.0,169.0
520,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2016,97.0,169.0
521,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,86.0,169.5
522,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,49.0,169.9
523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,6.2,170.0
524,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,67.0,170.0
525,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,33.8,170.0
526,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,71.0,175.0
527,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,3.8,175.5
528,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,75.0,177.5
529,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,177.5
530,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,30.85,178.5
531,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,178.9
532,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,1.0,181.5
533,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,26.5,182.0
534,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,182.0
535,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,182.499
536,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,30.5,182.5
537,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,182.5
538,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,10.0,182.9
539,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,1.0,182.9
540,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,111.0,182.9
541,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,50.0,183.95
542,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,185.0
543,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,250.0,185.75
544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,54.22,186.0
545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,63.0,186.75
546,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,25.0,189.5
547,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,192.0
548,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2019,27.0,206.5
549,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,207.0
550,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,4.576,210.0
551,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,212.0
552,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,217.0
553,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,0.0,219.5
554,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,0.0,219.5
555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,0.0,226.5
556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,0.0,228.5
557,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,0.0,237.0
558,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,74.0,278.1
559,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,6.25,90.0
560,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,75.0,105.0
561,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,118.0,109.0
562,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,128.0,110.85
563,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,106.0,111.0
564,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,175.0,112.5
565,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,118.5,112.75
566,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,96.0,112.85
567,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,106.0,112.95
568,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,93.0,113.9
569,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,139.0,114.85
570,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,90.0,115.0
571,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,65.0,115.95
572,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,152.0,115.95
573,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,126.0,115.95
574,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,141.0,116.5
575,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,137.0,116.5
576,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,104.0,116.85
577,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,73.0,116.95
578,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,145.0,356.8
579,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,13.889,117.5
580,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,88.0,118.0
581,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,121.324,118.0
582,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,118.0
583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,137.0,118.0
584,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,48.5,118.95
585,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,123.0,118.95
586,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,101.0,118.95
587,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,98.0,118.95
588,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,134.0,118.95
589,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,120.0,118.95
590,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,79.0,118.95
591,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,88.0,118.95
592,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,125.0,119.75
593,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,100.0,119.95
594,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,87.0,119.95
595,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,120.0,120.95
596,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,123.0,121.0
597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,240.0,121.75
598,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,67.0,397.0
599,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2021,14.368,121.95
600,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,56.0,121.95
601,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,69.0,122.25
602,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,81.0,122.25
603,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,97.627,122.25
604,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,138.0,122.25
605,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,91.0,122.25
606,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,77.0,122.25
607,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,88.0,122.25
608,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,54.0,122.5
609,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,85.0,122.85
610,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,80.0,123.5
611,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,99.0,123.9
612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,100.0,123.9
613,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,56.0,124.0
614,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,219.0,124.75
615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,7.45,124.9
616,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,110.0,124.999
617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2015,168.999,125.0
618,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,93.0,311.6
619,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,12.085,125.0
620,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,132.1,125.5
621,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,132.0,125.85
622,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,112.0,125.85
623,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,79.0,125.95
624,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,101.0,125.95
625,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,99.0,125.95
626,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,76.0,125.95
627,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,149.0,125.95
628,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,109.0,125.95
629,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,69.0,125.95
630,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,127.0,125.95
631,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,91.0,125.95
632,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,117.0,125.95
633,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,111.0,125.95
634,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,104.0,125.95
635,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,136.0,125.95
636,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,129.0,125.95
637,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,94.0,125.95
638,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,62.0,289.7
639,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,9.8,126.25
640,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,110.0,126.5
641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,78.0,126.75
642,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,165.54,126.85
643,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,92.0,126.85
644,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,110.0,126.9
645,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,129.0,126.9
646,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,159.6,127.5
647,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,99.0,128.0
648,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,140.0,128.25
649,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,140.0,128.5
650,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,185.575,128.95
651,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,85.0,128.95
652,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,122.0,129.75
653,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,147.6,129.85
654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,116.0,129.9
655,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,126.7,129.9
656,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,154.3,129.95
657,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,101.0,395.8
658,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2021,13.5,130.0
659,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,108.0,130.0
660,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,158.182,131.0
661,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,197.5,132.75
662,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,6.0,132.85
663,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,86.0,132.95
664,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,99.0,133.0
665,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,115.0,133.0
666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,124.0,133.9
667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,114.0,133.95
668,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,122.0,133.95
669,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,125.0,134.5
670,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,159.0,134.5
671,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,76.5,134.5
672,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,197.0,134.5
673,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,236.0,134.75
674,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,139.0,134.75
675,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,156.0,134.75
676,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,86.0,134.75
677,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,110.0,134.9
678,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,119.0,134.95
679,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,119.0,135.0
680,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,176.0,135.0
681,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,177.0,135.0
682,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,47.0,135.0
683,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,130.0,135.75
684,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,128.5,135.75
685,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,160.0,135.75
686,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,113.0,136.0
687,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020,0.0,136.0
688,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,99.0,136.0
689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017,59.75,136.9
690,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,100.0,137.5
691,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,136.0,137.5
692,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,186.0,137.75
693,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,107.0,137.9
694,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,106.2,137.999
695,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,79.15,138.0
696,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2017,60.0,354.7
697,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,9.143,138.5
698,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,46.5,138.75
699,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,107.0,138.75
700,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,121.5,138.75
701,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,131.0,138.85
702,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,75.0,139.0
703,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,25.0,139.5
704,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,126.0,139.5
705,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,149.0,139.75
706,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,106.0,139.85
707,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,140.0,139.9
708,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,140.0,139.9
709,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,100.5,139.95
710,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,134.0,139.999
711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,6.3,140.75
712,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,137.0,140.75
713,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,134.0,140.85
714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,76.0,140.95
715,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,133.0,140.95
716,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,136.0,250.4
717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,98.5,141.5
718,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,77.0,141.5
719,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,54.0,141.9
720,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,98.0,142.0
721,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,125.0,142.5
722,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,73.014,142.95
723,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,124.0,142.95
724,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,101.0,143.0
725,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,12.0,143.5
726,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,171.65,144.5
727,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,87.0,144.5
728,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,134.0,144.75
729,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,126.0,144.85
730,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,116.0,144.999
731,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,121.15,144.999
732,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,121.15,144.999
733,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,35.845,145.0
734,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,97.0,145.0
735,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,2.58,145.0
736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,35.0,145.85
737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,86.0,145.95
738,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,135.0,145.95
739,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,94.0,146.0
740,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,35.5,146.0
741,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,103.274,146.5
742,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,83.0,146.5
743,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,61.0,146.5
744,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,61.0,146.9
745,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,124.0,146.999
746,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,104.0,147.0
747,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,26.8,147.5
748,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,61.0,147.5
749,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,9.0,147.5
750,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,61.0,147.85
751,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,82.0,147.9
752,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,85.0,148.0
753,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,101.0,148.95
754,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,190.0,149.0
755,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,0.0,329.3
756,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,11.4,149.5
757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,11.5,149.9
758,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,64.0,150.0
759,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021,9.2,150.0
760,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,12.0,150.0
761,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,6.3,150.75
762,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,76.873,150.9
763,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,147.0,150.9
764,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,52.0,151.0
765,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,82.0,151.9
766,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,120.0,151.9
767,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,100.3,151.999
768,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,157.567,152.0
769,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,75.0,152.75
770,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,11.0,152.9
771,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,127.5,153.0
772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,34.0,153.25
773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,5.0,154.0
774,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,135.0,154.0
775,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,92.3,154.5
776,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,44.5,154.95
777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,3.5,155.0
778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,95.0,155.0
